Date,Open,High,Low,Close,Adj Close,Volume
2/24/2022,23268.0293,23376.36914,22786.39063,22901.56055,22901.56055,2997726900
2/23/2022,23617.9707,23745.07031,23500.91992,23660.2793,23660.2793,1416047900
2/22/2022,23692.53906,23813.64063,23336.7793,23520,23520,2057604700
2/21/2022,24109.58984,24231.08008,23998.76953,24170.07031,24170.07031,1618294600
2/18/2022,24633.66016,24763.36914,24284.5293,24327.71094,24327.71094,1677848400
2/17/2022,24722.88086,24861.82031,24523.94922,24792.76953,24792.76953,1566206700
2/16/2022,24618.30078,24728.92969,24548.05078,24718.90039,24718.90039,1815173000
2/15/2022,24458.5,24570.08984,24219.90039,24355.71094,24355.71094,2625908900
2/14/2022,24725.09961,24733.10938,24482.85938,24556.57031,24556.57031,1978812000
2/11/2022,24837.19922,24957.81055,24732.65039,24906.66016,24906.66016,2514710500
2/10/2022,25050.58984,25050.58984,24649.74023,24924.34961,24924.34961,2097934100
2/9/2022,24727.33984,24896.42969,24690.44922,24829.99023,24829.99023,2511123700
2/8/2022,24548.05078,24548.05078,24149.75,24329.49023,24329.49023,2294892100
2/7/2022,24609.42969,24616.5,24365.89063,24579.55078,24579.55078,0
2/4/2022,24392.85938,24609.33008,24140.89063,24573.28906,24573.28906,1832921400
1/31/2022,23624.14063,23975.69922,23469.75977,23802.25977,23802.25977,995464900
1/28/2022,23818.93945,23848.01953,23507.0293,23550.08008,23550.08008,1777188300
1/27/2022,23952.00977,23952.00977,23565,23807,23807,1846826800
1/26/2022,24342.90039,24487.30078,24123.69922,24289.90039,24289.90039,1959621300
1/25/2022,24251.2207,24366.89063,24001.96094,24243.60938,24243.60938,2183354400
1/24/2022,24693.42969,24795.53906,24570.86914,24656.46094,24656.46094,1871541000
1/21/2022,24897.58984,24982.0293,24723.91992,24965.55078,24965.55078,2370146600
1/20/2022,24263.15039,24952.34961,24233.17969,24952.34961,24952.34961,2531394600
1/19/2022,24229.7793,24286.14063,23951.59961,24127.84961,24127.84961,1729894900
1/18/2022,24274.75,24385.05078,24009.71094,24112.7793,24112.7793,1638866400
1/17/2022,24390.28906,24408.88086,24111.74023,24218.0293,24218.0293,1633511900
1/14/2022,24185.85938,24383.32031,24140.81055,24383.32031,24383.32031,1840017300
1/13/2022,24561.48047,24561.48047,24289.18945,24429.76953,24429.76953,2160545100
1/12/2022,24069.51953,24402.16992,24069.51953,24402.16992,24402.16992,2489491200
1/11/2022,23678.68945,23863.83008,23595.00977,23739.06055,23739.06055,2331482400
1/10/2022,23523.90039,23790.51953,23399.08984,23746.53906,23746.53906,2544917200
1/7/2022,23318.91992,23497.5,23162.84961,23493.38086,23493.38086,2602290600
1/6/2022,22843.19922,23082.94922,22709.59961,23072.85938,23072.85938,1765786100
1/5/2022,23323.76953,23323.76953,22851.5,22907.25,22907.25,2768859000
1/4/2022,23400.61914,23439.30078,23146.89063,23289.83984,23289.83984,1760141200
1/3/2022,23510.53906,23605.0293,23193.18945,23274.75,23274.75,734331100
12/31/2021,23553.78906,23590.11914,23394.76953,23397.66992,23397.66992,675936400
12/30/2021,23130.44922,23248.25977,22990.24023,23112.00977,23112.00977,1008366000
12/29/2021,23253.98047,23253.98047,23008.2793,23086.53906,23086.53906,828414400
12/28/2021,23282.34961,23319.43945,23099.48047,23280.56055,23280.56055,1433026700
12/24/2021,23375.99023,23383.18945,23186.57031,23223.75977,23223.75977,622879700
12/23/2021,23141.78906,23264.75,23027.15039,23193.64063,23193.64063,1387904000
12/22/2021,23221.13086,23258.71094,22979.75977,23102.33008,23102.33008,1230794100
12/21/2021,22795.57031,23100.17969,22730.08008,22971.33008,22971.33008,1651194400
12/20/2021,23079.83008,23145.30078,22665.25,22744.85938,22744.85938,1681615600
12/17/2021,23463.7793,23463.7793,23158.69922,23192.63086,23192.63086,2188694200
12/16/2021,23287.92969,23526.05078,23155.61914,23475.5,23475.5,1498950200
12/15/2021,23658.03906,23745.75,23325.91992,23420.75977,23420.75977,1597121900
12/14/2021,23693.73047,23817.58008,23560.13086,23635.94922,23635.94922,1553577700
12/13/2021,24242.25977,24385.43945,23936.92969,23954.58008,23954.58008,1538105600
12/10/2021,24070.56055,24214.67969,23916.63086,23995.7207,23995.7207,1413938100
12/9/2021,24168.41016,24324.83984,24153.7207,24254.85938,24254.85938,1743251800
12/8/2021,24090.01953,24097.98047,23907.30078,23996.86914,23996.86914,1778623400
12/7/2021,23704.50977,23989.7793,23512.5,23983.66016,23983.66016,2120328800
12/6/2021,23420.43945,23628.30078,23314.9707,23349.38086,23349.38086,2357402800
12/3/2021,23675.25977,23802.76953,23451.92969,23766.68945,23766.68945,2717889700
12/2/2021,23524.05078,23807,23517.51953,23788.92969,23788.92969,2328241400
12/1/2021,23595.57031,23864.30078,23537.65039,23658.91992,23658.91992,2118634900
11/30/2021,23782.85938,23888.36914,23175.36914,23475.25977,23475.25977,3344858000
11/29/2021,23910.49023,24134.32031,23774.31055,23852.24023,23852.24023,1741008500
11/26/2021,24502.67969,24502.67969,24062.25977,24080.51953,24080.51953,1804123100
11/25/2021,24699.68945,24762.60938,24532.82031,24740.16016,24740.16016,1188635100
11/24/2021,24672.09961,24851.5293,24557.63086,24685.5,24685.5,1791031000
11/23/2021,24688.99023,24794.7207,24618.74023,24651.58008,24651.58008,1486270300
11/22/2021,25057.06055,25099.94922,24869.93945,24951.33984,24951.33984,1510358900
11/19/2021,24934.40039,25077.15039,24825.42969,25049.9707,25049.9707,1640364600
11/18/2021,25369.88086,25414.21094,25222.59961,25319.7207,25319.7207,1342851200
11/17/2021,25667.81055,25667.81055,25520.66992,25650.08008,25650.08008,1193809400
11/16/2021,25446.65039,25746.71094,25410.86914,25713.7793,25713.7793,1528784400
11/15/2021,25437.99023,25483.25977,25230.33008,25390.91016,25390.91016,1155801200
11/12/2021,25522.83008,25527.13086,25210.56055,25327.9707,25327.9707,1632112200
11/11/2021,24856.10938,25324.66016,24836.21094,25247.99023,25247.99023,2001862500
11/10/2021,24787.43945,25013.10938,24481.25977,24996.14063,24996.14063,1688052600
11/9/2021,24952.82031,24956.36914,24678.66016,24813.13086,24813.13086,1154696200
11/8/2021,24743.53906,24837.76953,24633.57031,24763.76953,24763.76953,1762623700
11/5/2021,24950.67969,25049.36914,24724.39063,24870.50977,24870.50977,2020689200
11/4/2021,25141.09961,25244.98047,25010.35938,25225.18945,25225.18945,1639485100
11/3/2021,25060.92969,25187.08984,24808.58984,25024.75,25024.75,1690457100
11/2/2021,25609.00977,25639.66016,25030.68945,25099.66992,25099.66992,1964593300
11/1/2021,25268.34961,25270.41016,24972.5,25154.32031,25154.32031,1586722800
10/29/2021,25466.85938,25516.2207,25314.24023,25377.24023,25377.24023,2051346200
10/28/2021,25648.41992,25736.38086,25473.16016,25555.73047,25555.73047,2021051100
10/27/2021,25795.16992,25795.16992,25555.16992,25628.74023,25628.74023,1620780100
10/26/2021,26234.93945,26234.93945,25905.08008,26038.26953,26038.26953,1533464400
10/25/2021,26020.7793,26212.90039,25929.66992,26132.0293,26132.0293,1455214700
10/22/2021,26114.83984,26195.28906,25976.0293,26126.92969,26126.92969,1699583700
10/21/2021,26141.84961,26229.80078,25840.58984,26017.5293,26017.5293,2085122100
10/20/2021,26074.19922,26214.63086,25915.61914,26136.01953,26136.01953,1823605200
10/19/2021,25471.25,25808.61914,25458.0293,25787.21094,25787.21094,1671194600
10/18/2021,25425.32031,25425.32031,25123.25,25409.75,25409.75,1648005300
10/15/2021,25187.05078,25330.96094,24929.56055,25330.96094,25330.96094,2345247700
10/12/2021,24995.94922,25188.7793,24865.80078,24962.58984,24962.58984,1835259400
10/11/2021,25161.80078,25437.16016,25161.80078,25325.08984,25325.08984,2114303500
10/8/2021,25064.80078,25064.80078,24595.58008,24837.84961,24837.84961,2359007900
10/7/2021,24339.32031,24741.2793,24310.10938,24701.73047,24701.73047,1764575500
10/6/2021,24259.19922,24259.19922,23812.34961,23966.49023,23966.49023,1878722300
10/5/2021,23771.65039,24180.08008,23681.43945,24104.15039,24104.15039,1716980100
10/4/2021,24478.67969,24478.67969,23908.05078,24036.36914,24036.36914,1596284900
9/30/2021,24494.25977,24660.67969,24346.75,24575.64063,24575.64063,1580410200
9/29/2021,24276.71094,24694.46094,24045.99023,24663.5,24663.5,2150210800
9/28/2021,24323,24679.46094,24232.98047,24500.39063,24500.39063,2457931200
9/27/2021,24131.41992,24509,24131.41992,24208.7793,24208.7793,2323611100
9/24/2021,24487.24023,24636.64063,24095.78906,24192.16016,24192.16016,2014445100
9/23/2021,24614.14063,24827.46094,24313.67969,24510.98047,24510.98047,2711912400
9/21/2021,23867.16016,24284.86914,23771.46094,24221.53906,24221.53906,2079740100
9/20/2021,24640.42969,24640.42969,23871.83984,24099.14063,24099.14063,2651590600
9/17/2021,24589.16992,24920.75977,24424.74023,24920.75977,24920.75977,3102312100
9/16/2021,25042.0293,25045.55078,24505.21094,24667.84961,24667.84961,2499818200
9/15/2021,25310.0293,25411.91016,24990.93945,25033.21094,25033.21094,2420861000
9/14/2021,25827.69922,25900.67969,25377.83008,25502.23047,25502.23047,2398954000
9/13/2021,25885.30078,25886.90039,25570.83984,25813.81055,25813.81055,2315555200
9/10/2021,25870.71094,26205.91016,25870.71094,26205.91016,26205.91016,2001317000
9/9/2021,26076.92969,26125.08984,25624.51953,25716,25716,2090788600
9/8/2021,26396.10938,26560.03906,26164.78906,26320.92969,26320.92969,1861322900
9/7/2021,26207.2207,26458.88086,26135.40039,26353.63086,26353.63086,1842232900
9/6/2021,25827.16992,26176.42969,25827.16992,26163.63086,26163.63086,1912471300
9/3/2021,26022.66992,26052.81055,25811.76953,25901.99023,25901.99023,2549365400
9/2/2021,26203.51953,26359.31055,25967.98047,26090.42969,26090.42969,2024344100
9/1/2021,25871.82031,26101.94922,25694.10938,26028.28906,26028.28906,2181283600
8/31/2021,25524.23047,25878.99023,25110.7207,25878.99023,25878.99023,2918149900
8/30/2021,25406.49023,25583.58984,25219.80078,25539.53906,25539.53906,1995641000
8/27/2021,25337.55078,25641.33008,25304.61914,25407.89063,25407.89063,1528046000
8/26/2021,25673.7793,25706.61914,25255.83008,25415.68945,25415.68945,1834106600
8/25/2021,25930.05078,25982.64063,25548.4707,25693.94922,25693.94922,1716375300
8/24/2021,25428.67969,25727.91992,25361.75,25727.91992,25727.91992,2052904800
8/23/2021,25169.44922,25458.33008,25036.99023,25109.58984,25109.58984,2184980400
8/20/2021,25241.32031,25244.75,24581.59961,24849.7207,24849.7207,2855825700
8/19/2021,25787.83984,25832.91992,25183.66992,25316.33008,25316.33008,2312886900
8/18/2021,25800.0293,26025.14063,25708.94922,25867.00977,25867.00977,1756860900
8/17/2021,26137.90039,26258.78906,25615.38086,25745.86914,25745.86914,2291305400
8/16/2021,26365.18945,26449.71094,26046.90039,26181.46094,26181.46094,1648288100
8/13/2021,26296.18945,26521.94922,26200.24023,26391.61914,26391.61914,1336188100
8/12/2021,26623.76953,26713.24023,26385.44922,26517.82031,26517.82031,1655017900
8/11/2021,26491.74023,26822.4707,26454.44922,26660.16016,26660.16016,2414411900
8/10/2021,26456.60938,26610.94922,26138.86914,26605.61914,26605.61914,1735296200
8/9/2021,25969.23047,26527.24023,25920.84961,26283.40039,26283.40039,1585113300
8/6/2021,26262.9707,26276.86914,26002.41016,26179.40039,26179.40039,1559626600
8/5/2021,26390.00977,26569.36914,26126.36914,26204.68945,26204.68945,1695648000
8/4/2021,26161.83008,26650.82031,26009.83008,26426.55078,26426.55078,1776527400
8/3/2021,26289.06055,26289.06055,25774.61914,26194.82031,26194.82031,2010033900
8/2/2021,26054.81055,26300.55078,25743.08984,26235.80078,26235.80078,1768640300
7/30/2021,26042.83984,26151,25636.89063,25961.0293,25961.0293,2425058800
7/29/2021,26221.35938,26335.35938,25857.41992,26315.32031,26315.32031,3272154400
7/28/2021,25356.74023,25520.75,24848.42969,25473.88086,25473.88086,3391837700
7/27/2021,26011.50977,26323.60938,24748.83984,25086.42969,25086.42969,4657383800
7/26/2021,26825.73047,26878.75,26177.40039,26192.32031,26192.32031,2695215700
7/23/2021,27740.94922,27740.94922,27222.03906,27321.98047,27321.98047,1182745200
7/22/2021,27464.2793,27759.71094,27455.42969,27723.83984,27723.83984,1807199700
7/21/2021,27339.2207,27371.5,26971.0293,27224.58008,27224.58008,1672533000
7/20/2021,27395.83008,27532.85938,27121.49023,27259.25,27259.25,2263380800
7/19/2021,27786.53906,27786.53906,27397.28906,27489.7793,27489.7793,1874176200
7/16/2021,27972.56055,28218.5293,27878.5293,28004.67969,28004.67969,1968819100
7/15/2021,27801.40039,28181.21094,27741.08984,27996.26953,27996.26953,2081493200
7/14/2021,27965.39063,27965.39063,27708.71094,27787.46094,27787.46094,1865663700
7/13/2021,27694.0293,28052.32031,27612.68945,27963.41016,27963.41016,1995588400
7/12/2021,27672.69922,27741.18945,27420.34961,27515.24023,27515.24023,2054164700
7/9/2021,27131.57031,27450.78906,26861.86914,27344.53906,27344.53906,2499976900
7/8/2021,27881.5,27921.06055,27110.61914,27153.13086,27153.13086,2948605700
7/7/2021,27777.81055,27969.41016,27703.41016,27960.61914,27960.61914,2040702300
7/6/2021,28136.63086,28151.34961,27904.5293,28072.85938,28072.85938,1904176200
7/5/2021,28098.91016,28338.78906,28042.71094,28143.5,28143.5,1827212600
7/2/2021,28859.01953,28859.01953,28231.73047,28310.41992,28310.41992,2816172700
6/30/2021,29107.90039,29146.2793,28827.69922,28827.94922,28827.94922,2051503700
6/29/2021,29291.89063,29291.89063,28924.60938,28994.09961,28994.09961,2356507100
6/28/2021,29366.49023,29394.68945,29209.42969,29268.30078,29268.30078,1512611100
6/25/2021,29002.66992,29305.16992,28971.59961,29288.2207,29288.2207,2149434300
6/24/2021,28865.46094,28993.36914,28782.33984,28882.46094,28882.46094,1723216500
6/23/2021,28468.24023,28893.78906,28406.60938,28817.07031,28817.07031,2293387200
6/22/2021,28575.16016,28579,28299.66016,28309.75977,28309.75977,1980080400
6/21/2021,28501.64063,28590.2207,28314.92969,28489,28489,2182673000
6/18/2021,28586.03906,28830.84961,28532.08008,28801.26953,28801.26953,3761375200
6/17/2021,28240.88086,28558.58984,28216.08984,28558.58984,28558.58984,1888022000
6/16/2021,28609.36914,28648.64063,28403.64063,28436.83984,28436.83984,2053818800
6/15/2021,28946.43945,28946.43945,28453.48047,28638.5293,28638.5293,2376459800
6/11/2021,28864.90039,28965.15039,28743.82031,28842.13086,28842.13086,2038619100
6/10/2021,28792.01953,28954.40039,28664.93945,28738.88086,28738.88086,1940104600
6/9/2021,28771.14063,28859.58008,28687.68945,28742.63086,28742.63086,1807028800
6/8/2021,28900.51953,28979.19922,28638.31055,28781.38086,28781.38086,1626863000
6/7/2021,28985.59961,29003.99023,28615.60938,28787.2793,28787.2793,2573174300
6/4/2021,28837.94922,29023.17969,28737.9707,28918.09961,28918.09961,3054579800
6/3/2021,29365.32031,29377.90039,28902.66992,28966.0293,28966.0293,2241752500
6/2/2021,29414.64063,29490.60938,29208.73047,29297.61914,29297.61914,1933160400
6/1/2021,29159.06055,29480.16016,29036.44922,29468,29468,1832036700
5/31/2021,29225.46094,29225.46094,28909.51953,29151.80078,29151.80078,2188580800
5/28/2021,29219.46094,29336.13086,29033.7207,29124.41016,29124.41016,2591559500
5/27/2021,28998.39063,29157.94922,28950.7207,29113.19922,29113.19922,3804955000
5/26/2021,29056.2793,29261.85938,29027.94922,29166.00977,29166.00977,2518538400
5/25/2021,28461.5,28929.24023,28461.5,28910.85938,28910.85938,2352077900
5/24/2021,28417.99023,28444.35938,28195.51953,28412.25977,28412.25977,1719640600
5/21/2021,28584.33984,28584.33984,28286.91992,28458.43945,28458.43945,1653241900
5/20/2021,28413.49023,28508.24023,28293.23047,28450.28906,28450.28906,2465835400
5/18/2021,28438.0293,28617.33984,28438.0293,28593.81055,28593.81055,2065990000
5/17/2021,28130.50977,28268.39063,28074.14063,28194.08984,28194.08984,1857027900
5/14/2021,27872.68945,28064.00977,27715.88086,28027.57031,28027.57031,1880805200
5/13/2021,27920.00977,28060.92969,27718.66992,27718.66992,27718.66992,2167381500
5/12/2021,28073.91992,28231.03906,27897.4707,28231.03906,28231.03906,2132315300
5/11/2021,28286.56055,28286.56055,27910.71094,28013.81055,28013.81055,2383355200
5/10/2021,28776.99023,28842.10938,28453.14063,28595.66016,28595.66016,2358822100
5/7/2021,28721.13086,28884.0293,28530.71094,28610.65039,28610.65039,2205337100
5/6/2021,28647.9707,28753.9707,28384.11914,28637.46094,28637.46094,2478819000
5/5/2021,28427.66992,28677.35938,28325.96094,28417.98047,28417.98047,1720837700
5/4/2021,28438.15039,28577.51953,28321.33984,28557.14063,28557.14063,1921124800
5/3/2021,28659.91016,28684.83008,28256.0293,28357.53906,28357.53906,1725985500
4/30/2021,29143.42969,29154.75,28701.68945,28724.88086,28724.88086,2577584300
4/29/2021,29268.21094,29405.11914,29162.86914,29303.25977,29303.25977,1838135800
4/28/2021,28991.93945,29071.33984,28887.33008,29071.33984,29071.33984,2074074300
4/27/2021,28895.38086,29045.10938,28793.2207,28941.53906,28941.53906,1834872800
4/26/2021,29106.44922,29238.99023,28908.65039,28952.83008,28952.83008,1786353600
4/23/2021,28798.44922,29078.75,28748.57031,29078.75,29078.75,1901002000
4/22/2021,28716.98047,28848.01953,28597,28755.33984,28755.33984,1934891300
4/21/2021,28702.26953,28778.35938,28506.75977,28621.91992,28621.91992,2202031500
4/20/2021,28962.80078,29220.18945,28885.55078,29135.73047,29135.73047,2014210500
4/19/2021,28960.13086,29319.75977,28806.75977,29106.15039,29106.15039,2020128300
4/16/2021,28827.16992,29079.17969,28711.10938,28969.71094,28969.71094,2192409800
4/15/2021,28872.82031,28884.57031,28530.99023,28793.14063,28793.14063,1901863000
4/14/2021,28796.55078,28979.34961,28685.06055,28900.83008,28900.83008,1941501600
4/13/2021,28557.83984,28877.15039,28452.11914,28497.25,28497.25,2062117300
4/12/2021,28791.9707,28791.9707,28274.26953,28453.2793,28453.2793,1992325200
4/9/2021,29152.43945,29152.43945,28604.55078,28698.80078,28698.80078,1897265800
4/8/2021,28604.11914,29054.82031,28587.10938,29008.07031,29008.07031,2522329300
4/7/2021,29101.40039,29101.40039,28598.85938,28674.80078,28674.80078,2223606300
4/1/2021,28594.55078,28938.74023,28511.65039,28938.74023,28938.74023,2232972100
3/31/2021,28802.5293,28802.5293,28332.7793,28378.34961,28378.34961,2703755400
3/30/2021,28552.76953,28694.15039,28371.23047,28577.5,28577.5,2269839800
3/29/2021,28317.32031,28484.66016,28132.35938,28338.30078,28338.30078,2847744100
3/26/2021,28043.65039,28415.15039,28014.28906,28336.42969,28336.42969,2415384100
3/25/2021,27628.08008,28032.00977,27505.08008,27899.60938,27899.60938,2595007600
3/24/2021,28437.49023,28457.86914,27827.05078,27918.14063,27918.14063,2689142400
3/23/2021,29008.01953,29043.17969,28376.2207,28497.38086,28497.38086,2049560300
3/22/2021,28801.08984,29139.07031,28801.08984,28885.33984,28885.33984,2065830600
3/19/2021,29158.48047,29271.40039,28737.53906,28990.93945,28990.93945,3814440800
3/18/2021,29317.60938,29596.58008,29317.60938,29405.7207,29405.7207,2113745200
3/17/2021,28992.24023,29180.00977,28780.23047,29034.11914,29034.11914,1901329200
3/16/2021,29036.82031,29118.61914,28872.40039,29027.68945,29027.68945,2351605600
3/15/2021,28923.94922,29178.99023,28612.74023,28833.75977,28833.75977,3096719600
3/12/2021,29550.36914,29550.36914,28707.34961,28739.7207,28739.7207,3557237800
3/11/2021,28909.98047,29412.41992,28893.21094,29385.60938,29385.60938,3604263600
3/10/2021,29255.36914,29255.36914,28710.91016,28907.51953,28907.51953,2842785200
3/9/2021,28665.25977,29047.13086,28326.13086,28773.23047,28773.23047,4377944400
3/8/2021,29362.58984,29386.33008,28422.26953,28540.83008,28540.83008,4906906100
3/5/2021,28667.14063,29397.26953,28513.13086,29098.28906,29098.28906,3996713300
3/4/2021,29525.48047,29597.16016,29102.09961,29236.78906,29236.78906,2957909000
3/3/2021,29249.42969,29912,29183.58984,29880.41992,29880.41992,3228618000
3/2/2021,29708.39063,29765.96094,28957.31055,29095.85938,29095.85938,2895849600
3/1/2021,29457.89063,29550.75,29195.9707,29452.57031,29452.57031,2629062100
2/26/2021,29412.13086,29579.66992,28980.21094,28980.21094,28980.21094,4126393200
2/25/2021,30174.2207,30453.11914,29833.05078,30074.16992,30074.16992,3663892300
2/24/2021,30702.65039,30792.88086,29532.67969,29718.24023,29718.24023,4846335300
2/23/2021,30189.9707,30948.4707,30126.40039,30632.64063,30632.64063,4605710300
2/22/2021,31071.60938,31071.60938,30298.58008,30319.83008,30319.83008,4449910100
2/19/2021,30483.46094,30720.15039,30099.71094,30644.73047,30644.73047,3317191700
2/18/2021,31183.35938,31183.35938,30570.55078,30595.26953,30595.26953,3687581000
2/17/2021,30636.36914,31168.30078,30503.46094,31084.93945,31084.93945,3144032900
2/16/2021,30675.82031,30793.48047,30497.40039,30746.66016,30746.66016,3269676200
2/11/2021,29995.2793,30184.16992,29828.61914,30173.57031,30173.57031,1192111200
2/10/2021,29796.18945,30075.5,29732.23047,30038.7207,30038.7207,1998284900
2/9/2021,29442.5,29527.66992,29263.98047,29476.18945,29476.18945,1851043400
2/8/2021,29629.08008,29706.08008,29293.64063,29319.4707,29319.4707,2196734100
2/5/2021,29305.08984,29495.64063,29184.08984,29288.67969,29288.67969,2675266500
2/4/2021,29093.53906,29409,28775.38086,29113.5,29113.5,3032246200
2/3/2021,29305.41016,29312,28967.00977,29307.46094,29307.46094,2681355500
2/2/2021,29378.11914,29511,29198.85938,29248.69922,29248.69922,2739194600
2/1/2021,28457.84961,28982.76953,28382.25977,28892.85938,28892.85938,2464276400
1/29/2021,28826.17969,28972.06055,28259.73047,28283.71094,28283.71094,3196757600
1/28/2021,28914.84961,29191.67969,28467.00977,28550.76953,28550.76953,2993470100
1/27/2021,29556.58008,29636.63086,29194.36914,29297.5293,29297.5293,3808971800
1/26/2021,29892.84961,29965.10938,29345.74023,29391.25977,29391.25977,4810723600
1/25/2021,29677.30078,30191.16016,29673.25977,30159.00977,30159.00977,3066515300
1/22/2021,29809.23047,29862.89063,29413.51953,29447.84961,29447.84961,3381738600
1/21/2021,29951.7793,30135.5,29745.86914,29927.75977,29927.75977,3004888900
1/20/2021,29794.41016,29993.4707,29676.53906,29962.4707,29962.4707,3937834200
1/19/2021,29100.16992,29848.42969,29100.16992,29642.2793,29642.2793,4568245300
1/18/2021,28454.58984,28864.25,28390.28906,28862.76953,28862.76953,2956444000
1/15/2021,28394.36914,28667.58984,28294.66016,28573.85938,28573.85938,4485371800
1/14/2021,28408.11914,28510.91992,28280.08984,28496.85938,28496.85938,3205592600
1/13/2021,28309.32031,28414.53906,28136.64063,28235.59961,28235.59961,3559366600
1/12/2021,27894.28906,28276.75,27781.41992,28276.75,28276.75,3399606200
1/11/2021,28003.98047,28176.65039,27794.81055,27908.2207,27908.2207,4366094600
1/8/2021,27630.0293,27920.76953,27538.19922,27878.2207,27878.2207,5667284000
1/7/2021,27715.93945,27752.35938,27457.4707,27548.51953,27548.51953,3775142800
1/6/2021,27613.33984,27756.42969,27389.7793,27692.30078,27692.30078,3079382600
1/5/2021,27281.33984,27690.21094,27150.38086,27649.85938,27649.85938,3282490100
1/4/2021,27087.13086,27502.83008,27079.24023,27472.81055,27472.81055,2870443300
12/31/2020,27194.78906,27340.99023,27163.50977,27231.13086,27231.13086,2054705300
12/30/2020,26695.10938,27159.4707,26670.9707,27147.10938,27147.10938,2552802900
12/29/2020,26490.44922,26618.7793,26432.91016,26568.49023,26568.49023,2304707300
12/28/2020,26288.36914,26514.08008,26264.32031,26314.63086,26314.63086,2669629600
12/24/2020,26342.86914,26470.40039,26221.30078,26386.56055,26386.56055,1297803000
12/23/2020,26083.10938,26343.09961,26071.75977,26343.09961,26343.09961,2009461800
12/22/2020,26260.7793,26365.19922,25998.86914,26119.25,26119.25,1747533900
12/21/2020,26422.61914,26498.65039,26274.65039,26306.67969,26306.67969,2044977300
12/18/2020,26650.49023,26668.09961,26363.05078,26498.59961,26498.59961,3080026700
